0,source,label,type
This will be known as the day the german national team peaked,youtube,,international
"Perfect coordination,, perfect team ❤",youtube,,international
Germany was kinda playing at home... a lot of them went to Brazil after the war... hmm hmm,youtube,,international
I know it sounds cruel but I was howling with laughter watching this game. It was just simply outrageous 😂,youtube,,international
"Miroslave klose is the guy who waited for this, he deserves the 2014 world cup more than anyone else.",youtube,,international
no les habría pasasdo eso si tan solo le hubieran valido el gol a yepes...,youtube,,international
"Reminds me of the 2004 friendly match Romania 5-1 Germany, where Germany was the one that seemed helpless",youtube,,international
Those 4 goals in 6 minutes from 22&#39; to 28&#39; surely represent the biggest meltdown in sports history.,youtube,,international
lol brazil is so bad XD,youtube,,international
Ronaldo nazario was just silent,youtube,,international
2024 back again here😂😂,youtube,,international
"Definitely a match for the history books, what an upset",youtube,,international
I love how brazilians call this their 9/11,youtube,,international
balas dendam brazil akan terbalaskan 😎,youtube,,international
"<a href=""https://www.youtube.com/watch?v=aE4BdIP6bvc&amp;t=11m06s"">11:06</a> this is scray",youtube,,international
The most shocking match I ever seen 😂,youtube,,international
The Brazilian Football died that day. The passion and magic of past times is gone forever! R.I.P ⚰️,youtube,,international
Poor brasileiros :((,youtube,,international
That&#39;s German Discipline 🔥,youtube,,international
This match should 12-1 😂😂,youtube,,international
After this the Brazilian team never was the same.,youtube,,international
Bu maçı canlı izlemiştim. 9 yaşında küçük bir çocuk olmama rağmen tarihi anlar olduğunun farkındaydım.,youtube,,international
I don’t think there’s anything better than a guy with a heavy British accent using using expressions like “they were all at sea” and “it’s a disaster” to absolutely troll the losing team,youtube,,international
Brazilian lazy team...,youtube,,international
Harusnya ketika 3-0 ganti julio caesarnya karena udah kena mental masih beruntung dikasih 1 gol hiburan ngga dibuat 0-7 atau 0-10😅,youtube,,international
Neymar wasn&#39;t playing this is the reason why lost,youtube,,international
Im back after 10 years😂,youtube,,international
im here in 2024... hahahahaha,youtube,,international
"<a href=""https://www.youtube.com/watch?v=aE4BdIP6bvc&amp;t=9m48s"">9:48</a>  😂",youtube,,international
"<a href=""https://www.youtube.com/watch?v=aE4BdIP6bvc&amp;t=6m17s"">6:17</a> HAHAHAHAHAHA  😂",youtube,,international
Bester Tag meines Lebens,youtube,,international
At that time Adidas high discount was crazy 😂 because of this,youtube,,international
"Der arme kleine Junge. Hat mehr Tränen im Becher, als Coca Cola :D",youtube,,international
if Germany did not took their foot off the gas in the second half ıt could be enden like 10-0,youtube,,international
Someone in 2024??!!!!,youtube,,international
KROOS IS THE GOAT,youtube,,international
It&#39;s 2024 and i&#39;m still watching it... 😊,youtube,,international
Bangun sahur nonton pembantaian,youtube,,international
Watch the effort of David Luis during each goal.,youtube,,international
vai corinthians,youtube,,international
Sebagai pendukung Jerman sangat senang saat jerman menurunkan Tempo 👍,youtube,,international
Start 2024 by watching this outstanding game,youtube,,international
I remember watching this live and at some point I thought some of these goals were just them shown in different angles until I realised they actually scored again.,youtube,,international
"Brazil was really given forgiveness by Germany in the second half, it hurt more than losing 10-0, the pride of the players and the Brazilian people was destroyed that night.",youtube,,international
Piala Dunia Terbaik pada masanya dimana puas banget liat Brazil Terbantai... wkwkwkwk GG Germany,youtube,,international
"Brazil deserves to lose. Never seen such a renowned team StAnDiNg ArOuNd and lollygagging all on the pitch, especially inside their own goal area",youtube,,international
Mampus 😂,youtube,,international
Turn to Christ,youtube,,international
PAPÁ ALEMANIA 🇩🇪,youtube,,international
"Brazil its great team, but look at them, no preparation",youtube,,international
Unbelievable game. This was one of the shocking game i ever witness live in tv.,youtube,,international
I feel bad for r9😢,youtube,,international
I refuse to believe this game is a decade old.,youtube,,international
Poor Brazil 😂,youtube,,international
Commentator man of the match 😂,youtube,,international
yeah great!<br>germans are the bad guys again!!,youtube,,international
Memalukan,youtube,,international
"It&#39;s at <a href=""https://www.youtube.com/watch?v=aE4BdIP6bvc&amp;t=2m26s"">2:26</a> when Brazil give the ball away in the opposition half with 6 people ahead of the ball. Guess what&#39;s gonna happen!",youtube,,international
"Esse jogo deu raiva, fava pra tê feito uns 12 gols 😂😂😂😂",youtube,,international
I won a bet on this match and I knew germany would beat Brazil buh not with this score line.<br>Germany made Brazil look like a division 4 team,youtube,,international
There was noting nice about this very game,youtube,,international
"Credit to the Germans for letting the Brazilians get a goal at the very end, it’s like letting your little brother score on you after thrashing them on fifa so they don’t cry",youtube,,international
the day when talent bent its knees to discipline,youtube,,international
What&#39;s worse? Losing 7-1 to germany or losing 5-1 to england,youtube,,international
Uhhhh... 😆😆😆😆😆😆😆😆😆,youtube,,international
KARMA 2002/2014 !,youtube,,international
"When you put David Luiz on the back line and allow NeyBrat to remain in your country, you can do nothing but humiliate Pele.",youtube,,international
porraéessa fifa? rala com essa parada ai mermão qualé,youtube,,international
7 up 😂,youtube,,international
Brazil curse:<br><br>2006: France beats Brazil<br><br>2010: France out of ths World Cup in the Group Stages<br><br>2010 And 2014: Netherlands beat Brazil<br><br>2018: Netherlands failed to qualify to the World Cup<br><br>2014: Germany beats Brazil<br><br>2018 And 2022: Germany out of the World Cup in the Group Stages,youtube,,international
This was lunacy,youtube,,international
Khedira they are gonna score at this rate😅,youtube,,international
"Its 2024,10 years have passed!!And im still watching this!!😅",youtube,,international
Brazilians main to na shata,youtube,,international
After 3 goals.. we be like.. Tata goodbye Gaya 😀😜😜😜,youtube,,international
When 60% of the highlights cover 10% of the match 💀💀,youtube,,international
As a Colombian I feel blessed that this is on the internet for me to watch 😂😂😂,youtube,,international
i went to the toilet at 20 minute and when i came back a few minute later i couldn&#39;t believe the score board,youtube,,international
The reason for this disaster is David Luiz.<br>Then Marcelo.<br>Those 2 Players are very bad and weak even in thier clubs. No way Brazil could trust players like them.,youtube,,international
"<a href=""https://www.youtube.com/watch?v=aE4BdIP6bvc&amp;t=5m31s"">5:31</a> brazil sent their most dangerous player ever. some legend says this guy on ronaldo&#39;s level.",youtube,,international
"<a href=""https://www.youtube.com/watch?v=aE4BdIP6bvc&amp;t=13m56s"">13:56</a> so many goalscorers, its scrolling like end credits of a movie lol",youtube,,international
"<a href=""https://www.youtube.com/watch?v=aE4BdIP6bvc&amp;t=2m11s"">2:11</a> 😂😂",youtube,,international
Funny how this game is a poral opposite of their game against south korea.,youtube,,international
"So sad to see the current Germany team, getting little satisfaction by seeing this video once in a while. <br>Lets see how the Germany come out of humiliation 😢",youtube,,international
"At <a href=""https://www.youtube.com/watch?v=aE4BdIP6bvc&amp;t=9m00s"">9:00</a> seeing Klose as defender is something really rare to see😂",youtube,,international
"In spain there is a german word ,schwalbe look it up",youtube,,international
Wonderful match 🔥,youtube,,international
if only we did this in 2010 we would have been world champion,youtube,,international
"<a href=""https://www.youtube.com/watch?v=C2XTUkcpgOs&amp;t=1m00s"">1:00</a>",youtube,,international
"<a href=""https://www.youtube.com/watch?v=C2XTUkcpgOs&amp;t=2m08s"">2:08</a> Not foul. Horrible decision to award a penalty",youtube,,international
De que vale la posesion de la pelota si el adversario cada vez que la recupera con 3 pasajes  te mete un gol  ?,youtube,,international
Great football lesson by Netherland😀,youtube,,international
"cassilas just blocked the shot, not catch the ball.<br>And he just 182cm, not a great posture for a goalkeeper...",youtube,,international
Prime Robben is a beast,youtube,,international
Isn&#39;t it amazing how only 10 years ago that 3rd goal for Netherlands stands despite the goalkeeper getting flattened. The game has changed so much,youtube,,international
The perfect fly ❤❤❤,youtube,,international
2010 &#39;s final became a lesson for them  2014 became a revenge,youtube,,international
"Robben was such a beast of a winger, what skill!!",youtube,,international
Top Team!,youtube,,international
I remember Robben &amp; Ribery duo in Bayern Munich,youtube,,international
This is by far the BEST game the netherlands have EVER played. FANTASTIC!!!!!!!!!!!! I will remember it until the day I die.,youtube,,international
I am a cricket fan but started following football just because of Arjin Robin. What a beast he was.,youtube,,international
Pique and ramos.. most overrated cbs..<br>One was lazy.. the other is an updated version of materazzi.. 🤣,youtube,,international
Best world cup match ever,youtube,,international
Netherland is have scadamy football verygood of the world ajax feyenood rodtherdam psv,youtube,,international
"<a href=""https://www.youtube.com/watch?v=C2XTUkcpgOs&amp;t=10m46s"">10:46</a> that stamina even after playing so much in the field",youtube,,international
This is the best revenge in football history,youtube,,international
This is the biggest revenge moment in wc history in my opinion,youtube,,international
"Casillas was such a puts of a keeper. People who place his in TOP anything are morons. He was dogsh|t for Madrid too, for many years.( i watched over 700 madrid games in my life, so whoever replies to this, had better watched at least 5 season of Casillas)",youtube,,international
Heute immer noch schön zu sehen die dummen Gesichter der Spanier,youtube,,international
